word_1,def_1-1,qual_1-1_start,qual_1-1_end,def_1-2,qual_1-2_start,qual_1-2_end,def_1-3,qual_1-3_start,qual_1-3_end,def_1-4,qual_1-4_start,qual_1-4_end,def_1-5,qual_1-5_start,qual_1-5_end,def_1-6,qual_1-6_start,qual_1-6_end,def_1-7,qual_1-7_start,qual_1-7_end,word_2,def_2-1,qual_2-1_start,qual_2-1_end,def_2-2,qual_2-2_start,qual_2-2_end,def_2-3,qual_2-3_start,qual_2-3_end,def_2-4,qual_2-4_start,qual_2-4_end,def_2-5,qual_2-5_start,qual_2-5_end,def_2-6,qual_2-6_start,qual_2-6_end,def_2-7,qual_2-7_start,qual_2-7_end,relationship
wholesale,"the selling of goods to merchants; usually in large quantities for resale to consumers",,,"sell in large quantities",,,"ignoring distinctions",,,"at a wholesale price",,,"on a large scale without careful discrimination",,,,<!--,-->,,<!--,-->,bulk,"the property resulting from being or relating to the greater in number of two parts; the main part",,,"the property of something that is great in magnitude",,,"the property possessed by a large mass",,,"stick out or up",,,"cause to bulge or swell outwards",,,,<!--,-->,,<!--,-->,RelatedTo
pats,"the sound made by a gentle blow",,,"a light touch or stroke",,,"pat or squeeze fondly or playfully, especially under the chin",,,"hit lightly",,,,<!--,-->,,<!--,-->,,<!--,-->,pat,"the sound made by a gentle blow",,,"a light touch or stroke",,,"pat or squeeze fondly or playfully, especially under the chin",,,"hit lightly",,,"having only superficial plausibility",,,"exactly suited to the occasion",,,"completely or perfectly",,,FormOf
attempted,"make an effort or attempt",,,"enter upon an activity or enterprise",,,"tried unsuccessfully",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,attempt,"earnest and conscientious activity intended to do or accomplish something",,,"the act of attacking",,,"make an effort or attempt",,,"enter upon an activity or enterprise",,,,<!--,-->,,<!--,-->,,<!--,-->,FormOf
ionic,"the dialect of Ancient Greek spoken and written in Attica and Athens and Ionia",,,"containing or involving or occurring in the form of ions",,,"of or pertaining to the Ionic order of classical Greek architecture",,,"of or relating to Ionia or its inhabitants or its language",,,,<!--,-->,,<!--,-->,,<!--,-->,greek,"the Hellenic branch of the Indo-European family of languages",,,"a native or inhabitant of Greece",,,"of or relating to or characteristic of Greece or the Greeks or the Greek language",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
thwarting,"an act of hindering someone's plans or efforts",,,"hinder or prevent (the efforts, plans, or desires) of",,,"preventing realization or attainment of a desire",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,frustration,"the feeling that accompanies an experience of being thwarted in attaining your goals",,,"an act of hindering someone's plans or efforts",,,"a feeling of annoyance at being hindered or criticized",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
apology,"an expression of regret at having caused trouble for someone",,,"a formal written defense of something you believe in strongly",,,"a poor example",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,sorry,"feeling or expressing regret or sorrow or a sense of loss over something done or undone",,,"bad; unfortunate",,,"without merit",,,"causing dejection",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
food,"any substance that can be metabolized by an animal to give energy and build tissue",,,"any solid substance (as opposed to liquid) that is used as a source of nourishment",,,"anything that provides mental stimulus for thinking",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,fodder,"soldiers who are regarded as expendable in the face of artillery fire",,,"coarse food (especially for livestock) composed of entire plants or the leaves and stalks of a cereal crop",,,"give fodder (to domesticated animals)",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
tribe,"a social division of (usually preliterate) people",,,"a federation (as of American Indians)",,,"(biology) a taxonomic category between a genus and a subfamily",,,"group of people related by blood or marriage",,,,<!--,-->,,<!--,-->,,<!--,-->,group,"any number of entities (members) considered as a unit",,,"(chemistry) two or more atoms bound together as a single unit and forming part of a molecule",,,"a set that is closed, associative, has an identity element and every element has an inverse",,,"arrange into a group or groups",,,"form a group or group together",,,,<!--,-->,,<!--,-->,RelatedTo
trample,"the sound of heavy treading or stomping",,,"tread or stomp heavily or roughly",,,"injure by trampling or as if by trampling",,,"walk on and flatten",,,,<!--,-->,,<!--,-->,,<!--,-->,injury,"any physical damage to the body caused by violence or accident or fracture etc.",,,"an accident that results in physical damage or hurt",,,"a casualty to military personnel resulting from combat",,,"an act that causes someone or something to receive physical damage",,,"wrongdoing that violates another's rights and is unjustly inflicted",,,,<!--,-->,,<!--,-->,RelatedTo
flutes,"a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown",,,"a tall narrow wineglass",,,"a groove or furrow in cloth etc (particularly a shallow concave groove on the shaft of a column)",,,"form flutes in",,,,<!--,-->,,<!--,-->,,<!--,-->,cabinet,"a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display",,,"persons appointed by a head of state to head executive departments of government and act as official advisers",,,"a storage compartment for clothes and valuables; usually it has a lock",,,"housing for electronic instruments, as radio or television",,,,<!--,-->,,<!--,-->,,<!--,-->,AtLocation
waft,"a long flag; often tapering",,,"be driven or carried along, as by the air",,,"blow gently",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,breeze,"a slight wind (usually refreshing)",,,"any undertaking that is easy to do",,,"blow gently and lightly",,,"to proceed quickly and easily",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
purport,"the intended meaning of a communication",,,"the pervading meaning or tenor",,,"have the often specious appearance of being, intending, or claiming",,,"propose or intend",,,,<!--,-->,,<!--,-->,,<!--,-->,intention,"an anticipated outcome that is intended or that guides your planned actions",,,"(usually plural) the goal with respect to a marriage proposal",,,"an act of intending; a volition that you intend to carry out",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
dislocation,"an event that results in a displacement or discontinuity",,,"the act of disrupting an established order so it fails to continue",,,"a displacement of a part (especially a bone) from its normal position (as in the shoulder or the vertebral column)",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,displacing,"cause to move, usually with force or pressure",,,"take the place of or have precedence over",,,"terminate the employment of; discharge from an office or position",,,"cause to move or shift into a new position or place, both in a concrete and in an abstract sense",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
tolerated,"put up with something or somebody unpleasant",,,"recognize and respect (rights and beliefs of others)",,,"have a tolerance for a poison or strong drug or pathogen or environmental condition",,,"allow the presence of or allow (an activity) without opposing or prohibiting",,,,<!--,-->,,<!--,-->,,<!--,-->,endured,"put up with something or somebody unpleasant",,,"face and withstand with courage",,,"continue to live through hardship or adversity",,,"undergo or be subjected to",,,"last and be usable",,,"persist for a specified period of time",,,"continue to exist",,,RelatedTo
coma,"a state of deep and often prolonged unconsciousness; usually the result of disease or injury",,,"(botany) a usually terminal tuft of bracts (as in the pineapple) or tuft of hairs (especially on certain seeds)",,,"(astronomy) the luminous cloud of particles surrounding the frozen nucleus of a comet; forms as the comet approaches the sun and is warmed",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,dust,"fine powdery material such as dry earth or pollen that can be blown about in the air",,,"the remains of something that has been destroyed or broken up",,,"free microscopic particles of solid material",,,"remove the dust from",,,"rub the dust over a surface so as to blur the outlines of a shape",,,"cover with a light dusting of a substance",,,"distribute loosely",,,RelatedTo
swarm,"a moving crowd",,,"a group of many things in the air or on the ground",,,"be teeming, be abuzz",,,"move in large numbers",,,,<!--,-->,,<!--,-->,,<!--,-->,pour,"cause to run",,,"move in large numbers",,,"pour out",,,"flow in a spurt",,,"supply in large amounts or quantities",,,"rain heavily",,,,<!--,-->,Synonym
establishment,"the act of forming or establishing something",,,"an organization founded and united for a specific purpose",,,"the persons (or committees or departments etc.) who make up a body for the purpose of administering something",,,"a public or private structure (business or governmental or educational) including buildings and equipment for business or residence",,,"any large organization",,,"(ecology) the process by which a plant or animal becomes established in a new habitat",,,"the cognitive process of establishing a valid proof",,,confirmation,"additional proof that something that was believed (some fact or hypothesis or theory) is correct",,,"information that confirms or verifies",,,"making something valid by formally ratifying or confirming it",,,"a ceremony held in the synagogue (usually at Pentecost) to admit as adult members of the Jewish community young men and women who have successfully completed a course of study in Judaism",,,"a sacrament admitting a baptized person to full participation in the church",,,,<!--,-->,,<!--,-->,RelatedTo
enclosing,"the act of enclosing something inside something else",,,"enclose or enfold completely with or as if with a covering",,,"close in; darkness enclosed him"",,,"surround completely",,,"introduce",,,,<!--,-->,,<!--,-->,enclosure,"a structure consisting of an area that has been enclosed for some purpose",,,"the act of enclosing something inside something else",,,"a naturally enclosed space",,,"something (usually a supporting document) that is enclosed in an envelope with a covering letter",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
letting,"property that is leased or rented out or let",,,"make it possible through a specific action or lack of action for something to happen",,,"actively cause something to happen",,,"consent to, give permission",,,"cause to move; cause to be in a certain position or condition",,,"leave unchanged",,,"grant use or occupation of under a term of contract",,,award,"a grant made by a law court",,,"a tangible symbol signifying approval or distinction",,,"something given for victory or superiority in a contest or competition or for winning a lottery",,,"give, especially as an honor or reward",,,"give as judged due or on the basis of merit",,,,<!--,-->,,<!--,-->,RelatedTo
checker,"an attendant who checks coats or baggage",,,"one who checks the correctness of something",,,"one of the flat round pieces used in playing the game of checkers",,,"mark into squares or draw squares on; draw crossed lines on",,,"variegate with different colors, shades, or patterns",,,,<!--,-->,,<!--,-->,clerk,"an employee who performs clerical work (e.g., keeps records or accounts)",,,"a salesperson in a store",,,"work as a clerk, as in the legal business",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
conformist,"someone who conforms to established standards of conduct (especially in religious matters)",,,"marked by convention and conformity to customs or rules or styles",,,"adhering to established customs or doctrines (especially in religion)",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,religious,"a member of a religious order who is bound by vows of poverty and chastity and obedience",,,"concerned with sacred matters or religion or the church",,,"having or showing belief in and reverence for a deity",,,"of or relating to clergy bound by monastic vows",,,"extremely scrupulous and conscientious",,,,<!--,-->,,<!--,-->,RelatedTo
ripped,"tear or be torn violently",,,"move precipitously or violently",,,"cut (wood) along the grain",,,"criticize or abuse strongly and violently",,,,<!--,-->,,<!--,-->,,<!--,-->,identified,"recognize as being; establish the identity of someone or something",,,"give the name or identifying characteristics of; refer to by name or some other identifying characteristic property",,,"consider (oneself) as similar to somebody else",,,"conceive of as united or associated",,,"identify as in botany or biology, for example",,,"consider to be equal or the same",,,"having the identity known or established",,,RelatedTo
bagging,"coarse fabric used for bags or sacks",,,"capture or kill, as in hunting",,,"hang loosely, like an empty bag",,,"bulge out; form a bulge outward, or be so full as to appear to bulge",,,"take unlawfully",,,"put into a bag",,,,<!--,-->,sacking,"coarse fabric used for bags or sacks",,,"the termination of someone's employment (leaving them free to depart)",,,"plunder (a town) after capture",,,"terminate the employment of; discharge from an office or position",,,"make as a net profit",,,"put in a sack",,,,<!--,-->,Synonym
clerk,"an employee who performs clerical work (e.g., keeps records or accounts)",,,"a salesperson in a store",,,"work as a clerk, as in the legal business",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,profession,"the body of people in a learned occupation",,,"an occupation requiring special education (especially in the liberal arts or sciences)",,,"an open avowal (true or false) of some belief or opinion",,,"affirmation of acceptance of some religion or faith",,,,<!--,-->,,<!--,-->,,<!--,-->,IsA
art,"the products of human creativity; works of art collectively",,,"the creation of beautiful or significant things",,,"a superior skill that you can learn by study and practice and observation",,,"photographs or other visual representations in a printed publication",,,,<!--,-->,,<!--,-->,,<!--,-->,sculptures,"a three-dimensional work of plastic art",,,"creating figures or designs in three dimensions",,,"create by shaping stone or wood or any other hard material",,,"shape (a material like stone or wood) by whittling away at it",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
andante,"a moderately slow tempo (a walking pace)",,,"a musical composition or musical passage to be performed moderately slow",,,"(of tempo) moderately slow",,,"at a moderately slow tempo",,,,<!--,-->,,<!--,-->,,<!--,-->,adagio,"(music) a composition played in adagio tempo (slowly and gracefully)",,,"a slow section of a pas de deux requiring great skill and strength by the dancers",,,"(of tempo) leisurely",,,"slowly",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
lagged,"hang (back) or fall (behind) in movement, progress, development, etc.",,,"lock up or confine, in or as in a jail",,,"throw or pitch at a mark, as with coins",,,"cover with lagging to prevent heat loss",,,,<!--,-->,,<!--,-->,,<!--,-->,lag,"the act of slowing down or falling behind",,,"the time between one event, process, or period and another",,,"one of several thin slats of wood forming the sides of a barrel or bucket",,,"hang (back) or fall (behind) in movement, progress, development, etc.",,,"lock up or confine, in or as in a jail",,,"throw or pitch at a mark, as with coins",,,"cover with lagging to prevent heat loss",,,RelatedTo
stride,"a step in walking or running",,,"the distance covered by a step",,,"significant progress (especially in the phrase )",,,"walk with long steps",,,"cover or traverse by taking long steps",,,,<!--,-->,,<!--,-->,jazz,"empty rhetoric or insincere or exaggerated talk",,,"a genre of popular music that originated in New Orleans around 1900 and developed through increasingly complex styles",,,"a style of dance music popular in the 1920s; similar to New Orleans jazz but played by large bands",,,"play something in the style of jazz",,,"have sexual intercourse with",,,,<!--,-->,,<!--,-->,RelatedTo
offshore,"(of winds) coming from the land",,,"at some distance from the shore",,,"away from shore; away from land",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,inshore,"(of winds) coming from the sea toward the land",,,"close to a shore",,,"toward the shore",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
upright,"a vertical structural member as a post or stake",,,"a piano with a vertical sounding board",,,"in a vertical position; not sloping",,,"of moral excellence",,,"upright in position or posture",,,,<!--,-->,,<!--,-->,ethical,"of or relating to the philosophical study of ethics",,,"conforming to accepted standards of social or professional behavior; ; ; ; ; - Omar N. Bradley",,,"adhering to ethical and moral principles",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
quenching,"the act of extinguishing; causing to stop burning",,,"satisfy (thirst)",,,"put out, as of fires, flames, or lights",,,"electronics: suppress (sparking) when the current is cut off in an inductive circuit, or suppress (an oscillation or discharge) in a component or device",,,"suppress or crush completely",,,"reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance",,,"cool (hot metal) by plunging into cold water or other liquid",,,physics,"the science of matter and energy and their interactions",,,"the physical properties, phenomena, and laws of something",,,"a purging medicine; stimulates evacuation of the bowels",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,HasContext
chinchilla,"the expensive silvery grey fur of the chinchilla",,,"a thick twilled fabric of wool and cotton",,,"small rodent with soft pearly grey fur; native to the Andes but bred in captivity for fur",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,fur,"the dressed hairy coat of a mammal",,,"dense coat of fine silky hairs on mammals (e.g., cat or seal or weasel)",,,"a garment made of the dressed hairy coat of a mammal",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,IsA
gratified,"make happy or satisfied",,,"yield (to); give satisfaction to",,,"having received what was desired",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,contented,"satisfy in a limited way",,,"make content",,,"satisfied or showing satisfaction with things as they are",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
johns,"United States artist and proponent of pop art (born in 1930)",,,"a room or building equipped with one or more toilets",,,"youngest son of Henry II; King of England from 1199 to 1216; succeeded to the throne on the death of his brother Richard I; lost his French possessions; in 1215 John was compelled by the barons to sign the Magna Carta (1167-1216)",,,"(New Testament) disciple of Jesus; traditionally said to be the author of the 4th Gospel and three epistles and the book of Revelation",,,"a prostitute's customer",,,"the last of the four Gospels in the New Testament",,,,<!--,-->,john,"a room or building equipped with one or more toilets",,,"youngest son of Henry II; King of England from 1199 to 1216; succeeded to the throne on the death of his brother Richard I; lost his French possessions; in 1215 John was compelled by the barons to sign the Magna Carta (1167-1216)",,,"(New Testament) disciple of Jesus; traditionally said to be the author of the 4th Gospel and three epistles and the book of Revelation",,,"a prostitute's customer",,,"the last of the four Gospels in the New Testament",,,,<!--,-->,,<!--,-->,RelatedTo
tidier,"marked by order and cleanliness in appearance or habits",,,"(of hair) neat and tidy",,,"large in amount or extent or degree",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,tidy,"receptacle that holds odds and ends (as sewing materials)",,,"put (things or places) in order",,,"marked by order and cleanliness in appearance or habits",,,"(of hair) neat and tidy",,,"large in amount or extent or degree",,,,<!--,-->,,<!--,-->,RelatedTo
immune,"a person who is immune to a particular infection",,,"relating to the condition of immunity",,,"secure against",,,"relating to or conferring immunity (to disease or infection)",,,"(usually followed by `to') not affected by a given influence",,,,<!--,-->,,<!--,-->,exempt,"grant relief or an exemption from a rule or requirement to",,,"grant exemption or release to",,,"(of persons) freed from or not subject to an obligation or liability (as e.g. taxes) to which others or other things are subject",,,"(of goods or funds) not subject to taxation",,,,<!--,-->,,<!--,-->,,<!--,-->,SimilarTo
cosmopolitan,"a sophisticated person who has travelled in many countries",,,"growing or occurring in many parts of the world",,,"composed of people from or at home in many parts of the world; especially not provincial in attitudes or interests; - T.B. Macaulay",,,"of worldwide scope or applicability; ; - Christopher Morley",,,,<!--,-->,,<!--,-->,,<!--,-->,sophisticate,"a worldly-wise person",,,"make less natural or innocent",,,"practice sophistry; change the meaning of or be vague about in order to mislead or deceive",,,"alter and make impure, as with the intention to deceive",,,"make more complex or refined",,,,<!--,-->,,<!--,-->,IsA
contaminating,"make impure",,,"make radioactive by adding radioactive material",,,"spreading pollution or contamination; especially radioactive contamination",,,"that infects or taints",,,,<!--,-->,,<!--,-->,,<!--,-->,infectious,"caused by infection or capable of causing infection",,,"easily spread; - Bertrand Russell",,,"of or relating to infection",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,SimilarTo
trussed,"tie the wings and legs of a bird before cooking it",,,"secure with or as if with ropes",,,"support structurally",,,"bound or secured closely",,,,<!--,-->,,<!--,-->,,<!--,-->,truss,"(medicine) a bandage consisting of a pad and belt; worn to hold a hernia in place by pressure",,,"a framework of beams (rafters, posts, struts) forming a rigid structure that supports a roof or bridge or other structure",,,"(architecture) a triangular bracket of brick or stone (usually of slight extent)",,,"tie the wings and legs of a bird before cooking it",,,"secure with or as if with ropes",,,"support structurally",,,,<!--,-->,RelatedTo
confronting,"oppose, as in hostility or a competition",,,"deal with (something unpleasant) head on",,,"present somebody with something, usually to accuse or criticize",,,"be face to face with",,,,<!--,-->,,<!--,-->,,<!--,-->,distress,"psychological suffering",,,"a state of adversity (danger or affliction or need)",,,"extreme physical pain",,,"the seizure and holding of property as security for payment of a debt or satisfaction of a claim",,,"bring into difficulties or distress, especially financial hardship",,,"cause mental pain to",,,,<!--,-->,RelatedTo
accord,"harmony of people's opinions or actions or characters",,,"concurrence of opinion",,,"a written agreement between two states or sovereigns",,,"sympathetic compatibility",,,"go together",,,"allow to have",,,,<!--,-->,correspond,"be compatible, similar or consistent; coincide in their characteristics",,,"be equivalent or parallel, in mathematics",,,"exchange messages",,,"take the place of or be parallel or equivalent to",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
gleam,"an appearance of reflected light",,,"a flash of light (especially reflected light)",,,"be shiny, as if wet",,,"shine brightly, like a star or a light",,,"appear briefly",,,,<!--,-->,,<!--,-->,brightness,"the location of a visual perception along a continuum from black to white",,,"intelligence as manifested in being quick and witty",,,"the quality of being luminous; emitting or reflecting light",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
shrouded,"cover as if with a shroud",,,"form a cover like a shroud",,,"wrap in a shroud",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,concealed,"prevent from being seen or discovered",,,"hold back; keep from being perceived by others",,,"not accessible to view",,,"hidden on any grounds for any motive",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
williams,"United States country singer and songwriter (1923-1953)",,,"English philosopher credited with reviving the field of moral philosophy (1929-2003)",,,"United States poet (1883-1963)",,,"United States baseball player noted as a hitter (1918-2002)",,,"English clergyman and colonist who was expelled from Massachusetts for criticizing Puritanism; he founded Providence in 1636 and obtained a royal charter for Rhode Island in 1663 (1603-1683)",,,"United States playwright (1911-1983)",,,,<!--,-->,wales,"one of the four countries that make up the United Kingdom of Great Britain and Northern Ireland; during Roman times the region was known as Cambria",,,"a raised mark on the skin (as produced by the blow of a whip); characteristic of many allergic reactions",,,"thick plank forming a ridge along the side of a wooden ship",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
winkle,"small edible marine snail; steamed in wine or baked",,,"edible marine gastropod",,,"emit or reflect light in a flickering manner",,,"gleam or glow intermittently",,,"remove or displace from a position",,,,<!--,-->,,<!--,-->,periwinkle,"chiefly trailing poisonous plants with blue flowers",,,"commonly cultivated Old World woody herb having large pinkish to red flowers",,,"small edible marine snail; steamed in wine or baked",,,"edible marine gastropod",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
thorn,"something that causes irritation and annoyance",,,"a small sharp-pointed tip resembling a spike on a stem or leaf",,,"a Germanic character of runic origin",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,poking,"a sharp hand gesture (resembling a blow)",,,"poke or thrust abruptly",,,"search or inquire in a meddlesome way",,,"stir by poking",,,"hit hard with the hand, fist, or some heavy instrument",,,"make a hole by poking",,,,<!--,-->,RelatedTo
volume,"the amount of 3-dimensional space occupied by an object",,,"the property of something that is great in magnitude",,,"physical objects consisting of a number of pages bound together",,,"a publication that is one of a set of several similar publications",,,"a relative amount",,,"the magnitude of sound (usually in a specified direction)",,,,<!--,-->,height,"the vertical dimension of extension; distance from the base of something to the top",,,"the highest level or degree attainable; the highest stage of development",,,"(of a standing person) the distance from head to foot",,,"elevation especially above sea level or above the earth's surface",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
affixation,"the result of adding an affix to a root word",,,"formation of a word by means of an affix",,,"the act of attaching or affixing something",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,attachment,"a feeling of affection for a person or an institution",,,"a supplementary part or accessory",,,"a writ authorizing the seizure of property that may be needed for the payment of a judgment in a judicial proceeding",,,"a connection that fastens things together",,,"faithful support for a cause or political party or religion",,,"the act of attaching or affixing something",,,"the act of fastening things together",,,Synonym
gulping,"a spasmodic reflex of the throat made as if in swallowing",,,"the drinking of large mouthfuls rapidly",,,"to swallow hurriedly or greedily or in one draught",,,"utter or make a noise, as when swallowing too quickly",,,,<!--,-->,,<!--,-->,,<!--,-->,drinking,"the act of consuming liquids",,,"the act of drinking alcoholic beverages to excess",,,"take in liquids",,,"consume alcohol",,,"propose a toast to",,,"be fascinated or spell-bound by; pay close attention to",,,"drink excessive amounts of alcohol; be an alcoholic",,,IsA
dory,"a small boat of shallow draft with cross thwarts for seats and rowlocks for oars with which it is propelled",,,"pike-like freshwater perches",,,"marine fishes widely distributed in mid-waters and deep slope waters",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,silvery,"resembling or reminiscent of silver",,,"having the white lustrous sheen of silver",,,"of lustrous grey; covered with or tinged with the color of silver",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
soy,"a source of oil; used for forage and soil improvement and as food",,,"erect bushy hairy annual herb having trifoliate leaves and purple to pink flowers; extensively cultivated for food and forage and soil improvement but especially for its nutritious oil-rich seeds; native to Asia",,,"thin sauce made of fermented soy beans",,,"the most highly proteinaceous vegetable known; the fruit of the soybean plant is used in a variety of foods and as fodder (especially as a replacement for animal protein)",,,,<!--,-->,,<!--,-->,,<!--,-->,legume,"an erect or climbing bean or pea plant of the family Leguminosae",,,"the fruit or seed of any of various bean or pea plants consisting of a case that splits along both sides when ripe and having the seeds attach to one side of the case",,,"the seedpod of a leguminous plant (such as peas or beans or lentils)",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,IsA
mince,"food chopped into small bits",,,"make less severe or harsh",,,"walk daintily",,,"cut into small pieces",,,,<!--,-->,,<!--,-->,,<!--,-->,onions,"the bulb of an onion plant",,,"bulbous plant having hollow leaves cultivated worldwide for its rounded edible bulb",,,"an aromatic flavorful vegetable",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
pendent,"an adornment that hangs from a piece of jewelry (necklace or earring)",,,"branched lighting fixture; often ornate; hangs from the ceiling",,,"held from above",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,dangling,"the act of suspending something (hanging it from above so it moves freely)",,,"hang freely",,,"cause to dangle or hang freely",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
germs,"anything that provides inspiration for later work",,,"a small apparently simple structure (as a fertilized egg) from which new tissue can develop into a complete organism",,,"a minute life form (especially a disease-causing bacterium); the term is not in technical use",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,doctor,"a licensed medical practitioner",,,"(Roman Catholic Church) a title conferred on 33 saints who distinguished themselves through the orthodoxy of their theological teaching",,,"children take the roles of physician or patient or nurse and pretend they are at the physician's office",,,"a person who holds Ph.D. degree (or the equivalent) from an academic institution",,,"alter and make impure, as with the intention to deceive",,,"give medical treatment to",,,"restore by replacing a part or putting together what is torn or broken",,,AtLocation
academician,"someone elected to honorary membership in an academy",,,"a scholar who is skilled in academic disputation",,,"an educator who works at a college or university",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,college,"the body of faculty and students of a college",,,"an institution of higher education created to educate and grant degrees; often a part of a university",,,"a complex of buildings in which an institution of higher education is housed",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
intention,"an anticipated outcome that is intended or that guides your planned actions",,,"(usually plural) the goal with respect to a marriage proposal",,,"an act of intending; a volition that you intend to carry out",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,purpose,"an anticipated outcome that is intended or that guides your planned actions",,,"what something is used for",,,"the quality of being determined to do or achieve something; firmness of purpose",,,"propose or intend",,,"reach a decision",,,,<!--,-->,,<!--,-->,Synonym
punters,"someone who propels a boat with a pole",,,"(football) a person who kicks the football by dropping it from the hands and contacting it with the foot before it hits the ground",,,"someone who bets",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,slang,"informal language consisting of words and expressions that are not considered appropriate for formal occasions; often vituperative or vulgar",,,"a characteristic language of a particular group (as among thieves)",,,"use slang or vulgar language",,,"fool or hoax",,,"abuse with coarse language",,,,<!--,-->,,<!--,-->,HasContext
clung,"come or be in close contact with; stick or hold together and resist separation",,,"to remain emotionally or intellectually attached",,,"hold on tightly or tenaciously",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,cling,"fruit (especially peach) whose flesh adheres strongly to the pit",,,"come or be in close contact with; stick or hold together and resist separation",,,"to remain emotionally or intellectually attached",,,"hold on tightly or tenaciously",,,,<!--,-->,,<!--,-->,,<!--,-->,FormOf
inherit,"obtain from someone after their death",,,"receive from a predecessor",,,"receive by genetic transmission",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,genetic,"occurring among members of a family usually by heredity",,,"of or relating to or produced by or being a gene",,,"pertaining to or referring to origin",,,"of or relating to the science of genetics",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
oka,"a Turkish unit of weight equal to about 2.75 pounds",,,"a Turkish liquid unit equal to 1.3 pints",,,"South American wood sorrel cultivated for its edible tubers",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,hungarian,"a native or inhabitant of Hungary",,,"the official language of Hungary (also spoken in Rumania); belongs to the Ugric family of languages",,,"relating to or characteristic of Hungary",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
